freq,real,imag
1.0060829005e+03,4.1073193867e-02,1.4524101762e-03
1.3543423660e+03,4.1106034394e-02,1.9523954061e-03
1.7606450758e+03,4.1157412131e-02,2.5380295627e-03
2.3991207627e+03,4.1264481694e-02,3.4476526512e-03
3.1536829380e+03,4.1432286304e-02,4.5175651480e-03
4.1984613347e+03,4.1738218787e-02,5.9755920926e-03
5.6495424412e+03,4.2296992310e-02,7.9551703983e-03
7.5069262574e+03,4.3230372630e-02,1.0367684401e-02
1.0002785761e+04,4.4810156635e-02,1.3383051076e-02
1.3311250683e+04,4.7368611118e-02,1.6859107894e-02
1.7780580491e+04,5.1355653682e-02,2.0520320009e-02
2.3700991406e+04,5.6920236390e-02,2.3663231838e-02
3.1594872625e+04,6.3871146594e-02,2.5454772381e-02
4.2158743080e+04,7.1365689335e-02,2.5167149071e-02
5.6205208190e+04,7.8181542519e-02,2.2862503928e-02
7.5011219330e+04,8.3553453096e-02,1.9224090568e-02
9.9435494112e+04,8.7045871835e-02,1.5573756868e-02
1.0002785761e+05,8.7315298010e-02,1.5113313681e-02
1.2209168264e+05,8.8897753311e-02,1.2782956087e-02
1.4852390260e+05,9.0118417918e-02,1.0314846885e-02
1.7873215397e+05,9.0964286128e-02,8.1306461634e-03
2.1649246819e+05,9.1571185245e-02,6.1615792942e-03
2.6180484526e+05,9.1974615273e-02,4.2986187976e-03
3.1466928516e+05,9.2230481678e-02,2.5738094672e-03
3.8263785076e+05,9.2447251812e-02,8.6256837120e-04
4.6571054204e+05,9.2551365261e-02,-7.5428271322e-04
5.6388735901e+05,9.2575530462e-02,-2.5054321840e-03
6.8094433309e+05,9.2466233654e-02,-4.2797584631e-03
8.2443352713e+05,9.2364847874e-02,-6.2419349738e-03
9.9813097254e+05,9.2161161842e-02,-8.3406590457e-03
1.2133647636e+06,9.1889284640e-02,-1.0841953658e-02
1.4663588689e+06,9.1340525213e-02,-1.3579599873e-02
1.7797694769e+06,9.0695686699e-02,-1.6969641273e-02
2.1535965877e+06,8.9626492831e-02,-2.0704482961e-02
2.6104963897e+06,8.8132926197e-02,-2.5271038811e-02
3.1617969773e+06,8.5997097394e-02,-3.0456405465e-02
3.8301545390e+06,8.2932188907e-02,-3.6575881941e-02
4.6420012947e+06,7.8584653834e-02,-4.3561861897e-02
5.6237694644e+06,7.2397428604e-02,-5.1490285011e-02
6.8132193624e+06,6.3349071534e-02,-6.0325402350e-02
8.2556633655e+06,4.9446326615e-02,-6.9370123132e-02
9.9435494112e+06,3.1237584775e-02,-7.4630570384e-02
1.0000189882e+07,2.7760955372e-02,-7.4850521307e-02
1.2209168264e+07,3.9127222170e-03,-6.8849880156e-02
1.4852390260e+07,-1.2939101652e-02,-4.7958038195e-02
1.7873215397e+07,-1.3824128523e-02,-2.9184818763e-02
2.1649246819e+07,-9.3558186026e-03,-1.8215853972e-02
2.6180484526e+07,-5.4678895314e-03,-1.2893372470e-02
3.1466928516e+07,-3.0003897877e-03,-9.9980949477e-03
3.8263785076e+07,-1.4775340838e-03,-7.9980776456e-03
4.6571054204e+07,-6.4811140007e-04,-6.4998790270e-03
5.6388735901e+07,-1.1766508727e-04,-5.3542256680e-03
6.8094433309e+07,1.9748134557e-04,-4.4412511652e-03
8.2443352713e+07,3.9537605343e-04,-3.6602850888e-03
9.9813097254e+07,5.1801378889e-04,-3.0134339998e-03
1.2133647636e+08,6.2088797023e-04,-2.4632976103e-03
1.4663588689e+08,6.7985684441e-04,-2.0251334865e-03
1.7797694769e+08,7.3515044776e-04,-1.6531093293e-03
2.1535965877e+08,7.7204409980e-04,-1.3557495939e-03
2.6104963897e+08,8.0247921033e-04,-1.1098175882e-03
3.1617969773e+08,8.2559016874e-04,-9.1057642625e-04
3.8301545390e+08,8.4275775773e-04,-7.4823211341e-04
4.6420012947e+08,8.5522750563e-04,-6.1558527934e-04
