freq,real,imag
1.0060829005e+03,4.0917145307e-02,1.3288322070e-03
1.3543423660e+03,4.0945433392e-02,1.7853309332e-03
1.7606450758e+03,4.0985439308e-02,2.2961766444e-03
2.3991207627e+03,4.1140267972e-02,3.1750130899e-03
3.1536829380e+03,4.1261588220e-02,4.1335163558e-03
4.1984613347e+03,4.1562891851e-02,5.4746244254e-03
5.6495424412e+03,4.2077656175e-02,7.2999112579e-03
7.5069262574e+03,4.2938608849e-02,8.9898649986e-03
1.0002785761e+04,4.4367043715e-02,1.2218039395e-02
1.3311250683e+04,4.6694946922e-02,1.5229457834e-02
1.7780580491e+04,5.0386474135e-02,1.7656984218e-02
2.3700991406e+04,5.5436267743e-02,2.0209050427e-02
3.1594872625e+04,6.2166312840e-02,2.2959804519e-02
4.2158743080e+04,6.9136330570e-02,2.2328191691e-02
5.6205208190e+04,7.5843800618e-02,1.9757021081e-02
7.5011219330e+04,8.0847224748e-02,1.5546736915e-02
9.9435494112e+04,8.4437939578e-02,1.1088620606e-02
1.0002785761e+05,8.4424441175e-02,1.0553517609e-02
1.2209168264e+05,8.6693984698e-02,7.3549757511e-03
1.4852390260e+05,8.7421911278e-02,4.2463678097e-03
1.7873215397e+05,8.6657900275e-02,-9.5701937044e-04
2.1649246819e+05,8.6382866379e-02,-3.8789180285e-03
2.6180484526e+05,8.7011405351e-02,-7.3710888104e-03
3.1466928516e+05,8.5296562455e-02,-1.0822045674e-02
3.8263785076e+05,8.7155007205e-02,-1.3954275694e-02
4.6571054204e+05,8.4541600451e-02,-1.7788352906e-02
5.6388735901e+05,8.2772032937e-02,-2.2811549469e-02
6.8094433309e+05,7.7610201828e-02,-2.7392124746e-02
8.2443352713e+05,7.3990600422e-02,-3.2823901374e-02
9.9813097254e+05,6.8268669196e-02,-3.7527774248e-02
1.2133647636e+06,6.3007462452e-02,-4.1154143307e-02
1.4663588689e+06,5.5022717968e-02,-4.2878913467e-02
1.7797694769e+06,4.6332059754e-02,-4.5860799573e-02
2.1535965877e+06,3.8577599180e-02,-4.5155819424e-02
2.6104963897e+06,2.9066203548e-02,-4.3809779326e-02
3.1617969773e+06,2.2111535805e-02,-4.0957968769e-02
3.8301545390e+06,1.5045493607e-02,-3.6963571663e-02
4.6420012947e+06,9.8403526531e-03,-3.2727208840e-02
5.6237694644e+06,5.6861942444e-03,-2.8367717437e-02
6.8132193624e+06,2.4854345478e-03,-2.4136102492e-02
8.2556633655e+06,-1.2641627327e-05,-2.0093759326e-02
9.9435494112e+06,-1.7870760474e-03,-1.6711431723e-02
1.0000189882e+07,-1.8994145108e-03,-1.6183359929e-02
1.2209168264e+07,-3.0405627902e-03,-1.2781508482e-02
1.4852390260e+07,-3.3877992256e-03,-9.2368905544e-03
1.7873215397e+07,-2.9330775274e-03,-6.4697995687e-03
2.1649246819e+07,-2.0987839504e-03,-4.4881697496e-03
2.6180484526e+07,-1.3015717076e-03,-3.3357339167e-03
3.1466928516e+07,-7.3143282293e-04,-2.6416853720e-03
3.8263785076e+07,-3.7191540072e-04,-2.1315049459e-03
4.6571054204e+07,-1.8181007156e-04,-1.7350401071e-03
5.6388735901e+07,-3.5993240475e-05,-1.4328491964e-03
6.8094433309e+07,4.5781427450e-05,-1.1892746135e-03
8.2443352713e+07,9.7698887939e-05,-9.8024672785e-04
9.9813097254e+07,1.2777375063e-04,-8.0758125022e-04
1.2133647636e+08,1.5833665558e-04,-6.5984004900e-04
1.4663588689e+08,1.7272075445e-04,-5.4293407215e-04
1.7797694769e+08,1.8956826781e-04,-4.4300093017e-04
2.1535965877e+08,1.9947089264e-04,-3.6412990290e-04
2.6104963897e+08,2.0819042394e-04,-2.9879863346e-04
3.1617969773e+08,2.1485622205e-04,-2.4617314533e-04
3.8301545390e+08,2.1985779962e-04,-2.0367497999e-04
4.6420012947e+08,2.2350896130e-04,-1.6937363344e-04
