freq,real,imag
1.1802126333e+03,1.1092440377e+00,7.2986379059e-01
1.5284720988e+03,1.1255044518e+00,9.4323764779e-01
2.0508612971e+03,1.1582949448e+00,1.2637293730e+00
2.7473802282e+03,1.2198320706e+00,1.6907959874e+00
3.6760721364e+03,1.3196169505e+00,2.2502549369e+00
4.8949802658e+03,1.5033005088e+00,2.9711157972e+00
6.5201911050e+03,1.8080146989e+00,3.9036784842e+00
8.6677911426e+03,2.3353876077e+00,5.0624261742e+00
1.1569953356e+04,3.2126185511e+00,6.4647558892e+00
1.5400807477e+04,4.5927078651e+00,8.0011427780e+00
2.0508612971e+04,6.6278902416e+00,9.4587200752e+00
2.7357715794e+04,9.3209984866e+00,1.0522786827e+01
3.6528548387e+04,1.2417272617e+01,1.0845029965e+01
4.8717629681e+04,1.5437972093e+01,1.0257580237e+01
6.4911694829e+04,1.7927521401e+01,8.9549550304e+00
8.6619868182e+04,1.9729016232e+01,7.3375635368e+00
1.1076358838e+05,2.0895505782e+01,6.1378897146e+00
1.3341977691e+05,2.1478273380e+01,5.2031800586e+00
1.5985199686e+05,2.1887017368e+01,4.3509229648e+00
1.9761231108e+05,2.2236464433e+01,3.4854256836e+00
2.3537262530e+05,2.2423972966e+01,2.8619492941e+00
2.8823706521e+05,2.2586383010e+01,2.2187512361e+00
3.4865356796e+05,2.2689634627e+01,1.6727516524e+00
4.2039816498e+05,2.2763512377e+01,1.2120914775e+00
5.1102291910e+05,2.2808825171e+01,7.5408455586e-01
6.2052783034e+05,2.2806525135e+01,3.2048736423e-01
7.4891289869e+05,2.2829516483e+01,-7.0270565827e-02
9.0750621841e+05,2.2820450558e+01,-4.9072491785e-01
1.1000838209e+06,2.2825996005e+01,-9.3007028712e-01
1.3341977691e+06,2.2796308808e+01,-1.4277110840e+00
1.6174001257e+06,2.2738683393e+01,-1.9308996254e+00
1.9572429537e+06,2.2681046690e+01,-2.5149438224e+00
2.3726064101e+06,2.2580186253e+01,-3.1850961523e+00
2.8748185893e+06,2.2449696028e+01,-3.9430914330e+00
3.4789836168e+06,2.2254197673e+01,-4.8748152436e+00
4.2153097440e+06,2.1993693244e+01,-5.9783602211e+00
5.1102291910e+06,2.1633751488e+01,-7.3288751343e+00
6.1901741777e+06,2.1123842432e+01,-9.0368644819e+00
7.5004570811e+06,2.0292451808e+01,-1.1353580954e+01
9.0863902784e+06,1.8496185959e+01,-1.4655972497e+01
1.1076358838e+07,1.4956125508e+01,-1.8817039903e+01
1.3341977691e+07,7.3251244171e+00,-1.9885620396e+01
1.5985199686e+07,1.4669191492e+00,-1.5677459935e+01
1.9761231108e+07,-2.1988963374e-01,-1.0362564076e+01
2.3537262530e+07,-1.2760651548e-01,-7.7180246283e+00
2.8823706521e+07,1.4724256187e-01,-5.8459149256e+00
3.4865356796e+07,3.2422310041e-01,-4.6771713094e+00
4.2039816498e+07,4.1680349702e-01,-3.8225022095e+00
5.1102291910e+07,4.6315059877e-01,-3.1232752906e+00
6.2052783034e+07,4.8569676296e-01,-2.5648280685e+00
7.4891289869e+07,4.9303691965e-01,-2.1213217912e+00
9.0750621841e+07,4.9826301048e-01,-1.7494231631e+00
1.1000838209e+08,4.9851039984e-01,-1.4417114142e+00
1.3341977691e+08,5.0050681676e-01,-1.1834290871e+00
1.6174001257e+08,4.9937031977e-01,-9.7831297218e-01
1.9572429537e+08,5.0011881346e-01,-8.0570483787e-01
2.3726064101e+08,4.9793517335e-01,-6.6332202549e-01
2.8748185893e+08,4.9676526456e-01,-5.4484218064e-01
3.4789836168e+08,4.9521583742e-01,-4.4694713072e-01
4.2153097440e+08,4.9296336752e-01,-3.6483545117e-01
