9.999999999999999547e-07,5.480373370000000133e-01
3.000000000000000076e-06,5.410581049999999559e-01
5.000000000000000409e-06,5.375993580000000271e-01
6.999999999999999895e-06,5.354755060000000455e-01
9.000000000000000228e-06,5.340187690000000043e-01
1.099999999999999971e-05,5.328902319999999637e-01
1.299999999999999920e-05,5.318827929999999649e-01
1.500000000000000038e-05,5.311543949999999459e-01
1.699999999999999987e-05,5.304979890000000031e-01
1.900000000000000105e-05,5.299218369999999512e-01
2.099999999999999884e-05,5.294052780000000347e-01
2.300000000000000002e-05,5.289374789999999882e-01
2.500000000000000120e-05,5.285098719999999917e-01
2.699999999999999899e-05,5.281160029999999450e-01
2.900000000000000017e-05,5.277508440000000522e-01
3.100000000000000135e-05,5.274104120000000506e-01
3.300000000000000253e-05,5.270914960000000482e-01
3.499999999999999693e-05,5.267914729999999546e-01
3.699999999999999811e-05,5.265081719999999965e-01
3.899999999999999929e-05,5.262397749999999652e-01
4.100000000000000047e-05,5.259847479999999464e-01
4.300000000000000165e-05,5.257417800000000474e-01
4.500000000000000283e-05,5.255097469999999715e-01
4.699999999999999724e-05,5.252876749999999539e-01
4.899999999999999842e-05,5.250747140000000535e-01
5.099999999999999960e-05,5.248701190000000238e-01
5.300000000000000078e-05,5.246732349999999601e-01
5.500000000000000196e-05,5.244834790000000302e-01
5.700000000000000314e-05,5.243003339999999790e-01
5.899999999999999754e-05,5.241233370000000225e-01
6.099999999999999872e-05,5.239520709999999637e-01
6.299999999999999990e-05,5.237861620000000551e-01
6.499999999999999431e-05,5.236252719999999750e-01
6.700000000000000226e-05,5.234690910000000530e-01
6.899999999999999667e-05,5.233173420000000187e-01
7.100000000000000462e-05,5.231697669999999523e-01
7.299999999999999903e-05,5.230261330000000042e-01
7.499999999999999343e-05,5.228862260000000095e-01
7.700000000000000139e-05,5.227498470000000452e-01
7.899999999999999579e-05,5.226168159999999840e-01
8.100000000000000375e-05,5.224869629999999709e-01
8.299999999999999815e-05,5.223601329999999487e-01
8.500000000000000611e-05,5.222361819999999932e-01
8.700000000000000051e-05,5.221149750000000367e-01
8.899999999999999491e-05,5.219963859999999789e-01
9.100000000000000287e-05,5.218803010000000464e-01
9.299999999999999727e-05,5.217666079999999651e-01
9.500000000000000523e-05,5.216552079999999814e-01
9.699999999999999963e-05,5.215460029999999803e-01
9.899999999999999404e-05,5.214389040000000364e-01
1.010000000000000020e-04,5.213338280000000546e-01
1.029999999999999964e-04,5.212306949999999661e-01
1.050000000000000044e-04,5.211294300000000046e-01
1.069999999999999988e-04,5.210299630000000404e-01
1.090000000000000067e-04,5.209322280000000527e-01
1.110000000000000011e-04,5.208361609999999642e-01
1.129999999999999955e-04,5.207417039999999719e-01
1.150000000000000035e-04,5.206488000000000227e-01
1.169999999999999979e-04,5.205573949999999783e-01
1.190000000000000058e-04,5.204674390000000317e-01
1.210000000000000002e-04,5.203788849999999577e-01
1.230000000000000082e-04,5.202916859999999755e-01
1.250000000000000026e-04,5.202057979999999970e-01
1.269999999999999970e-04,5.201211810000000435e-01
1.289999999999999914e-04,5.200377950000000249e-01
1.310000000000000129e-04,5.199556010000000450e-01
1.330000000000000073e-04,5.198745649999999552e-01
1.350000000000000017e-04,5.197946519999999682e-01
1.369999999999999961e-04,5.197158290000000180e-01
1.389999999999999905e-04,5.196380649999999823e-01
1.410000000000000120e-04,5.195613300000000434e-01
1.430000000000000064e-04,5.194855940000000505e-01
1.450000000000000009e-04,5.194108309999999618e-01
1.469999999999999953e-04,5.193370130000000140e-01
1.489999999999999897e-04,5.192641159999999978e-01
1.510000000000000112e-04,5.191921160000000368e-01
1.530000000000000056e-04,5.191209879999999499e-01
1.550000000000000000e-04,5.190507100000000262e-01
1.569999999999999944e-04,5.189812609999999715e-01
1.589999999999999888e-04,5.189126200000000466e-01
1.610000000000000103e-04,5.188447659999999573e-01
1.630000000000000047e-04,5.187776809999999905e-01
1.649999999999999991e-04,5.187113469999999893e-01
1.669999999999999935e-04,5.186457439999999641e-01
1.689999999999999879e-04,5.185808560000000345e-01
1.710000000000000094e-04,5.185166660000000149e-01
1.730000000000000038e-04,5.184531580000000250e-01
1.749999999999999982e-04,5.183903170000000449e-01
1.769999999999999926e-04,5.183281269999999719e-01
1.789999999999999870e-04,5.182665739999999799e-01
1.810000000000000085e-04,5.182056440000000208e-01
1.830000000000000029e-04,5.181453230000000465e-01
1.849999999999999973e-04,5.180855989999999522e-01
1.869999999999999917e-04,5.180264580000000230e-01
1.890000000000000133e-04,5.179678890000000147e-01
1.910000000000000077e-04,5.179098789999999619e-01
1.930000000000000021e-04,5.178524169999999538e-01
1.949999999999999965e-04,5.177954919999999683e-01
1.969999999999999909e-04,5.177390929999999836e-01
1.990000000000000124e-04,5.176832080000000058e-01
2.010000000000000068e-04,5.176278290000000393e-01
2.030000000000000012e-04,5.175729460000000337e-01
2.049999999999999956e-04,5.175185479999999671e-01
2.069999999999999900e-04,5.174646259999999831e-01
2.090000000000000115e-04,5.174111710000000031e-01
2.110000000000000059e-04,5.173581750000000312e-01
2.130000000000000003e-04,5.173056289999999890e-01
2.149999999999999947e-04,5.172535240000000201e-01
2.169999999999999891e-04,5.172018529999999892e-01
2.190000000000000106e-04,5.171506070000000399e-01
2.210000000000000050e-04,5.170997800000000089e-01
2.229999999999999994e-04,5.170493630000000396e-01
2.249999999999999938e-04,5.169993489999999969e-01
2.269999999999999882e-04,5.169497309999999679e-01
2.290000000000000098e-04,5.169005030000000112e-01
2.310000000000000042e-04,5.168516570000000199e-01
2.329999999999999986e-04,5.168031880000000244e-01
2.349999999999999930e-04,5.167550880000000291e-01
2.369999999999999874e-04,5.167073519999999531e-01
2.390000000000000089e-04,5.166599729999999946e-01
2.410000000000000033e-04,5.166129459999999618e-01
2.429999999999999977e-04,5.165662650000000244e-01
2.449999999999999921e-04,5.165199240000000191e-01
2.469999999999999865e-04,5.164739170000000046e-01
2.489999999999999809e-04,5.164282409999999546e-01
2.509999999999999753e-04,5.163828879999999844e-01
2.530000000000000239e-04,5.163378549999999567e-01
2.550000000000000183e-04,5.162931360000000414e-01
2.570000000000000127e-04,5.162487260000000466e-01
2.590000000000000071e-04,5.162046209999999746e-01
2.610000000000000015e-04,5.161608159999999668e-01
2.629999999999999959e-04,5.161173060000000534e-01
2.649999999999999903e-04,5.160740879999999864e-01
2.669999999999999847e-04,5.160311560000000464e-01
2.689999999999999791e-04,5.159885060000000134e-01
2.709999999999999735e-04,5.159461349999999724e-01
2.730000000000000222e-04,5.159040379999999537e-01
2.750000000000000166e-04,5.158622120000000422e-01
2.770000000000000110e-04,5.158206520000000461e-01
2.790000000000000054e-04,5.157793539999999677e-01
2.809999999999999998e-04,5.157383159999999744e-01
2.829999999999999942e-04,5.156975329999999857e-01
2.849999999999999886e-04,5.156570010000000037e-01
2.869999999999999830e-04,5.156167179999999739e-01
2.889999999999999774e-04,5.155766800000000094e-01
2.910000000000000260e-04,5.155368839999999730e-01
2.930000000000000204e-04,5.154973250000000062e-01
2.950000000000000148e-04,5.154580020000000262e-01
2.970000000000000092e-04,5.154189110000000351e-01
2.990000000000000036e-04,5.153800480000000350e-01
3.009999999999999980e-04,5.153414120000000542e-01
3.029999999999999924e-04,5.153029980000000121e-01
3.049999999999999868e-04,5.152648039999999652e-01
3.069999999999999812e-04,5.152268279999999701e-01
3.089999999999999756e-04,5.151890649999999461e-01
3.110000000000000243e-04,5.151515150000000043e-01
3.130000000000000187e-04,5.151141729999999530e-01
3.150000000000000131e-04,5.150770380000000426e-01
3.170000000000000075e-04,5.150401060000000530e-01
3.190000000000000019e-04,5.150033760000000127e-01
3.209999999999999963e-04,5.149668440000000347e-01
3.229999999999999907e-04,5.149305090000000362e-01
3.249999999999999851e-04,5.148943670000000195e-01
3.269999999999999795e-04,5.148584170000000126e-01
3.289999999999999739e-04,5.148226559999999896e-01
3.310000000000000225e-04,5.147870829999999787e-01
3.330000000000000169e-04,5.147516939999999819e-01
3.350000000000000113e-04,5.147164869999999448e-01
3.370000000000000057e-04,5.146814610000000068e-01
3.390000000000000001e-04,5.146466130000000305e-01
3.409999999999999945e-04,5.146119420000000444e-01
3.429999999999999889e-04,5.145774440000000505e-01
3.449999999999999833e-04,5.145431190000000488e-01
3.469999999999999777e-04,5.145089640000000131e-01
3.490000000000000263e-04,5.144749770000000000e-01
3.510000000000000208e-04,5.144411570000000378e-01
3.530000000000000152e-04,5.144075009999999892e-01
3.550000000000000096e-04,5.143740070000000220e-01
3.570000000000000040e-04,5.143406750000000249e-01
3.589999999999999984e-04,5.143075019999999720e-01
3.609999999999999928e-04,5.142744860000000306e-01
3.629999999999999872e-04,5.142416260000000072e-01
3.649999999999999816e-04,5.142089189999999865e-01
3.669999999999999760e-04,5.141763649999999686e-01
3.690000000000000246e-04,5.141439620000000099e-01
3.710000000000000190e-04,5.141117069999999734e-01
3.730000000000000134e-04,5.140795999999999699e-01
3.750000000000000078e-04,5.140476389999999451e-01
3.770000000000000022e-04,5.140158219999999556e-01
3.789999999999999966e-04,5.139841480000000296e-01
3.809999999999999910e-04,5.139526150000000015e-01
3.829999999999999854e-04,5.139212229999999826e-01
3.849999999999999798e-04,5.138899679999999748e-01
3.869999999999999742e-04,5.138588509999999498e-01
3.890000000000000228e-04,5.138278689999999926e-01
3.910000000000000172e-04,5.137970219999999921e-01
3.930000000000000117e-04,5.137663080000000049e-01
3.950000000000000061e-04,5.137357249999999764e-01
