freq,real,imag
1.0060829005e+03,3.6005511872e-02,7.7485918541e-04
1.3543423660e+03,3.5979535901e-02,8.4834478775e-04
1.7606450758e+03,3.5310067279e-02,1.6770374107e-04
2.3991207627e+03,3.8865373521e-02,1.9589744496e-06
3.1536829380e+03,3.7239323978e-02,3.1728694569e-04
4.1984613347e+03,3.7787001517e-02,-2.4187312370e-04
5.6495424412e+03,3.8041717318e-02,-1.1930301232e-04
7.5069262574e+03,2.9797097706e-02,-4.1801378125e-03
1.0002785761e+04,3.6911355278e-02,-3.5840635156e-04
1.3311250683e+04,3.4986951282e-02,-1.0530953965e-03
1.7780580491e+04,2.8908967868e-02,-4.8712754611e-03
2.3700991406e+04,2.8437256752e-02,-5.0644018275e-03
3.1594872625e+04,3.5702158645e-02,-1.8087971979e-03
4.2158743080e+04,3.4876873186e-02,-2.0545675016e-03
5.6205208190e+04,3.5624801727e-02,-3.1273330103e-03
7.5011219330e+04,3.4834756197e-02,-3.7452334106e-03
9.9435494112e+04,3.5093276870e-02,-5.2600719627e-03
1.0002785761e+05,3.4471315333e-02,-5.2235786734e-03
1.2209168264e+05,3.5404971630e-02,-6.8041258099e-03
1.4852390260e+05,3.5378537832e-02,-8.0350433613e-03
1.7873215397e+05,2.7668306288e-02,-1.1687847258e-02
2.1649246819e+05,2.6958767337e-02,-1.2944239930e-02
2.6180484526e+05,2.6757836988e-02,-1.6083238306e-02
3.1466928516e+05,2.4257943711e-02,-1.5662489833e-02
3.8263785076e+05,2.7754541418e-02,-1.9447393436e-02
4.6571054204e+05,2.4029937311e-02,-2.0036492096e-02
5.6388735901e+05,1.9467013938e-02,-2.2154715275e-02
6.8094433309e+05,1.2218979622e-02,-2.0685234472e-02
8.2443352713e+05,7.9676830558e-03,-1.9904978437e-02
9.9813097254e+05,4.1066281030e-03,-1.6961669815e-02
1.2133647636e+06,2.0940398995e-03,-1.4906815747e-02
1.4663588689e+06,1.3040920012e-03,-1.2157510483e-02
1.7797694769e+06,7.3966785936e-05,-8.6676254641e-03
2.1535965877e+06,3.0806349660e-04,-6.9664339392e-03
2.6104963897e+06,3.1811289475e-04,-4.9402281583e-03
3.1617969773e+06,6.0690616295e-04,-3.9327000454e-03
3.8301545390e+06,7.8668095959e-04,-2.9395283081e-03
4.6420012947e+06,9.5981029478e-04,-2.2988069682e-03
5.6237694644e+06,1.0958498682e-03,-1.8060937049e-03
6.8132193624e+06,1.1934360877e-03,-1.4182819274e-03
8.2556633655e+06,1.2633854223e-03,-1.1025542049e-03
9.9435494112e+06,1.3062160972e-03,-8.7583483249e-04
1.0000189882e+07,1.3130508724e-03,-8.3945793269e-04
1.2209168264e+07,1.3447604277e-03,-6.4166981328e-04
1.4852390260e+07,1.3710889411e-03,-4.4829230670e-04
1.7873215397e+07,1.3898115625e-03,-2.8477811791e-04
2.1649246819e+07,1.4039363255e-03,-1.2913346443e-04
2.6180484526e+07,1.4166560955e-03,1.9541879642e-05
3.1466928516e+07,1.4271115070e-03,1.6256520007e-04
3.8263785076e+07,1.4368636165e-03,3.1799908890e-04
4.6571054204e+07,1.4454442250e-03,4.8363282672e-04
5.6388735901e+07,1.4536072419e-03,6.6288560552e-04
6.8094433309e+07,1.4621707063e-03,8.6205094202e-04
8.2443352713e+07,1.4714172793e-03,1.0939804069e-03
9.9813097254e+07,1.4827814134e-03,1.3648399338e-03
1.2133647636e+08,1.4984269489e-03,1.6937119200e-03
1.4663588689e+08,1.5184601383e-03,2.0721296956e-03
1.7797694769e+08,1.5474427594e-03,2.5365604747e-03
2.1535965877e+08,1.5869168900e-03,3.0845349037e-03
2.6104963897e+08,1.6422900011e-03,3.7505105057e-03
3.1617969773e+08,1.7189504301e-03,4.5519887681e-03
3.8301545390e+08,1.8257240392e-03,5.5248863105e-03
4.6420012947e+08,1.9761409561e-03,6.7154690661e-03
